Data File Name,2100 expert_High Sensitivity DNA Assay_DE54700632_2020-03-13_17-24-22_exports.xad
Data File Path,E:\201905_exports
Date Created,"Saturday, March 14, 2020 12:24:22 AM"
Date Last Modified,"Tuesday, November 03, 2020 12:48:31 AM"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,8
 
Sample Name,sample 8
Number of Events,203
 
Time,Value
32,-0.8375397
32.05,-0.8099365
32.1,-0.561142
32.15,-0.4715271
32.2,8.708191E-02
32.25,0.440155
32.3,0.7410278
32.35,0.5436707
32.4,0.5525055
32.45,0.6543732
32.5,0.8739777
32.55,0.7362061
32.6,0.6344147
32.65,0.122757
32.7,-0.3534698
32.75,-0.7318573
32.8,-0.4202881
32.85,-0.256958
32.9,-0.3954468
32.95,-0.7744904
33,-0.6110992
33.05,-0.1536407
33.1,0.1411591
33.15,0.4288635
33.2,0.4934845
33.25,-0.1661224
33.3,-0.5192566
33.35,-0.8086395
33.4,-0.6523743
33.45,-0.671814
33.5,-0.5571594
33.55,-0.4839478
33.6,-0.5121918
33.65,-0.6201477
33.7,-0.4066162
33.75,-0.3774567
33.8,-0.3411865
33.85,-0.4218597
33.9,-0.4938965
33.95,-0.65802
34,-0.5886993
34.05,-0.733902
34.1,-0.7113495
34.15,-0.7565155
34.2,-0.7873993
34.25,-0.7098999
34.3,-0.5151978
34.35,-0.5199432
34.4,-0.48526
34.45,-0.7390594
34.5,-0.8409882
34.55,-0.8957062
34.6,-0.6646576
34.65,-0.6418457
34.7,-0.5015106
34.75,-0.4825745
34.8,-0.1910248
34.85,-0.364563
34.9,-0.211319
34.95,-3.051758E-02
35,0.2254028
35.05,0.1465454
35.1,0.3630676
35.15,2.401733E-02
35.2,-0.5345154
35.25,-1.33876
35.3,-1.614365
35.35,-1.865173
35.4,-1.625763
35.45,-1.285446
35.5,-0.8464813
35.55,-0.6021576
35.6,-0.3548737
35.65,-0.162735
35.7,-0.3824005
35.75,-0.7654419
35.8,-0.7897339
35.85,-0.9525452
35.9,-1.195435
35.95,-1.45282
36,-1.376328
36.05,-1.138382
36.1,-1.033051
36.15,-0.9065552
36.2,-0.5072327
36.25,-0.8145447
36.3,-0.9523315
36.35,-1.045654
36.4,-0.8074799
36.45,-0.815033
36.5,-1.023178
36.55,-1.255692
36.6,-1.132828
36.65,-1.295258
36.7,-1.050522
36.75,-0.7903442
36.8,-0.3621216
36.85,-0.1712189
36.9,-0.2152863
36.95,-0.260849
37,-2.534485E-02
37.05,1.831055E-04
37.1,9.793091E-02
37.15,0.2543945
37.2,0.2670441
37.25,-0.1893311
37.3,-0.3913574
37.35,-0.4474792
37.4,-0.4612274
37.45,-0.8974152
37.5,-1.285828
37.55,-1.723969
37.6,-1.812851
37.65,-1.983109
37.7,-1.701721
37.75,-1.538162
37.8,-1.229233
37.85,-0.8690948
37.9,-0.5202789
37.95,-0.4448242
38,-0.5494537
38.05,-0.9322815
38.1,-1.128845
38.15,-1.2052
38.2,-0.9231567
38.25,-0.5822144
38.3,-0.3595123
38.35,-7.420349E-02
38.4,-5.374146E-02
38.45,-0.0809021
38.5,-0.2476044
38.55,-0.4534607
38.6,-0.7481384
38.65,-1.014633
38.7,-1.178513
38.75,-1.358444
38.8,-1.487595
38.85,-1.455399
38.9,-1.538742
38.95,-1.757339
39,-1.754501
39.05,-1.643494
39.1,-1.597992
39.15,-1.700562
39.2,-1.655777
39.25,-1.818832
39.3,-1.863571
39.35,-1.969284
39.4,-1.670761
39.45,-1.413223
39.5,-1.213165
39.55,-1.110336
39.6,-0.923584
39.65,-1.071854
39.7,-1.167801
39.75,-1.376083
39.8,-1.351181
39.85,-1.503464
39.9,-1.481766
39.95,-1.437332
40,-1.321564
40.05,-1.274994
40.1,-1.220856
40.15,-1.152069
40.2,-0.9946289
40.25,-1.122147
40.3,-0.9342651
40.35,-1.118332
40.4,-0.9296417
40.45,-0.9450684
40.5,-0.9639587
40.55,-0.4520264
40.6,1.401306
40.65,5.429688
40.7,13.1916
40.75,25.48657
40.8,43.25864
40.85,65.16008
40.9,89.40436
40.95,111.4127
41,127.5141
41.05,133.7878
41.1,128.44
41.15,113.1952
41.2,91.59515
41.25,67.89934
41.3,45.86992
41.35,27.80769
41.4,15.38768
41.45,7.287552
41.5,2.8918
41.55,1.157837
41.6,0.5915527
41.65,0.1668243
41.7,-9.622192E-02
41.75,-0.4677582
41.8,-0.6198883
41.85,-0.884613
41.9,-1.303055
41.95,-1.838654
42,-2.031998
42.05,-1.948761
42.1,-1.517105
 
Alignment,On
